id,name,species_id,life_span,temperament,origin,country_codes,country_code,description,bred_for,perfect_for,breed_group,history,reference_image_id,weight,height,image,weight_metric_raw,weight_min,weight_max,weight_mean,height_metric_raw,height_min,height_max,height_mean,life_min,life_max,life_mean,size_cat,temperament_list
121,Golden Retriever,2,10-12,"Friendly, intelligent, devoted, confident, loyal, eager to please",Scotland,GB,GB,"Large, athletic sporting dog with a dense, lustrous, flowing golden coat and friendly disposition, known for their versatility as family companions and working dogs",,,Sporting,"Developed in the Scottish Highlands during the mid-to-late 19th century by Dudley Marjoribanks (Lord Tweedmouth), who crossed a yellow retriever with the now-extinct Tweed Water Spaniel, with later additions of Irish Setter and Bloodhound for hunting and retrieving in rugged terrain and cold water",X9w40D9ojT,"{'imperial': 'Male: 65-75; Female: 55-65', 'metric': 'Male: 29-34; Female: 25-29'}","{'imperial': 'Male: 23-24; Female: 21.5-22.5', 'metric': 'Male: 58-61; Female: 55-57'}","{'id': 'X9w40D9ojT', 'url': 'https://cdn4.thedogapi.com/optimized/X9w40D9ojT.jpg', 'width': 1168, 'height': 912}",Male: 29-34; Female: 25-29,25.0,34.0,29.25,Male: 58-61; Female: 55-57,55.0,61.0,57.75,10.0,12.0,11.0,large,"['Friendly', 'intelligent', 'devoted', 'confident', 'loyal', 'eager to please']"
123,Gordon Setter,2,12-13,"Confident, loyal, affectionate, intelligent, eager to please, alert",Scotland,GB,GB,"Large, athletic bird dog with distinctive glistening black-and-tan coat. Built sturdily for work in rugged terrain, it is the heaviest and most substantial of the setter breeds, known for endurance and loyalty with an alert expression.",,,Sporting,Developed in Scotland by Alexander the fourth Duke of Gordon in the late 18th and early 19th centuries from black and tan setters. Established as a durable one-man bird dog capable of working long days in rugged Scottish Highland terrain.,GFuEqzH0Fq,"{'imperial': 'Male: 55-80; Female: 45-70', 'metric': 'Male: 25-36; Female: 20-32'}","{'imperial': 'Male: 24-27; Female: 23-26', 'metric': 'Male: 61-69; Female: 58-66'}","{'id': 'GFuEqzH0Fq', 'url': 'https://cdn4.thedogapi.com/optimized/GFuEqzH0Fq.jpg', 'width': 1152, 'height': 928}",Male: 25-36; Female: 20-32,20.0,36.0,28.25,Male: 61-69; Female: 58-66,58.0,69.0,63.5,12.0,13.0,12.5,large,"['Confident', 'loyal', 'affectionate', 'intelligent', 'eager to please', 'alert']"
124,Great Dane,2,7-10,"Friendly, gentle, confident, loyal, affectionate",Germany,DE,DE,"Giant, regal breed known as the 'Apollo of Dogs' with a powerful, well-muscled body, sleek coat, and dignified presence combined with noble bearing despite imposing size",,,Working,"Originally bred by German nobility from Mastiff-type dogs to hunt wild boar and deer, later refined as estate guardians and companions. Declared national dog of Germany in 1876 and standardized as 'Deutsche Dogge'",MmjpsRG5IG,"{'imperial': 'Male: 140-175; Female: 110-140', 'metric': 'Male: 64-79; Female: 50-64'}","{'imperial': 'Male: 30-32; Female: 28-30', 'metric': 'Male: 76-81; Female: 71-76'}","{'id': 'MmjpsRG5IG', 'url': 'https://cdn4.thedogapi.com/optimized/MmjpsRG5IG.jpg', 'width': 1040, 'height': 1024}",Male: 64-79; Female: 50-64,50.0,79.0,64.25,Male: 76-81; Female: 71-76,71.0,81.0,76.0,7.0,10.0,8.5,large,"['Friendly', 'gentle', 'confident', 'loyal', 'affectionate']"
127,Greyhound,2,10-13,"Gentle, calm, intelligent, affectionate, independent",Ancient Egypt/Middle East,GB,GB,"An ancient sighthound with tall, lean, elegant build designed for exceptional speed. Known for their gentle temperament and often described as a '45-mph couch potato', combining incredible athleticism with calm, affectionate nature.",,,Hound,"Ancient sighthound breed dating back thousands of years, depicted in Egyptian, Greek, and Roman art. The modern Greyhound was standardized in Great Britain for coursing game and later racing. Famed as the fastest dog breed.",fVVxWR2qse,"{'imperial': 'Male: 65-70; Female: 60-65', 'metric': 'Male: 29-32; Female: 27-29'}","{'imperial': 'Male: 28-30; Female: 27-28', 'metric': 'Male: 71-76; Female: 68-71'}","{'id': 'fVVxWR2qse', 'url': 'https://cdn4.thedogapi.com/optimized/fVVxWR2qse.jpg', 'width': 1200, 'height': 896}",Male: 29-32; Female: 27-29,27.0,32.0,29.25,Male: 71-76; Female: 68-71,68.0,76.0,71.5,10.0,13.0,11.5,large,"['Gentle', 'calm', 'intelligent', 'affectionate', 'independent']"
129,Harrier,2,12-15,"Friendly, outgoing, energetic, intelligent, gentle",England,GB,GB,"Medium-sized athletic scent hound bred for pack hunting hare, resembling a smaller English Foxhound with sturdy build, short dense coat, and excellent stamina",,,Hound,"Developed in medieval England for hare hunting in packs, documented since at least the 13th century. Likely descended from English Foxhound, Talbot Hounds, and other French hounds",6H9mhrLwdk,"{'imperial': '45-60', 'metric': '20-27'}","{'imperial': '19-21', 'metric': '48-53'}","{'id': '6H9mhrLwdk', 'url': 'https://cdn4.thedogapi.com/optimized/6H9mhrLwdk.jpg', 'width': 848, 'height': 1264}",20-27,20.0,27.0,23.5,48-53,48.0,53.0,50.5,12.0,15.0,13.5,medium,"['Friendly', 'outgoing', 'energetic', 'intelligent', 'gentle']"
130,Havanese,2,,"Outgoing, intelligent, friendly, playful, affectionate, adaptable",Cuba,CU,CU,"Small, sturdy companion dog with long, silky double coat and cheerful temperament. Cuba's national dog, known for its intelligent disposition and making an ideal city companion.",,,Toy,"Developed from Bichon-type ancestors brought by Spanish settlers, became companions to Cuban aristocracy. Nearly extinct after Cuban Revolution but preserved by Cuban families who fled to the United States.",8bzLyVs2dA,"{'imperial': '7-13', 'metric': '3-6'}","{'imperial': '8.5-11.5', 'metric': '22-29'}","{'id': '8bzLyVs2dA', 'url': 'https://cdn4.thedogapi.com/optimized/8bzLyVs2dA.jpg', 'width': 1088, 'height': 976}",3-6,3.0,6.0,4.5,22-29,22.0,29.0,25.5,,,,small,"['Outgoing', 'intelligent', 'friendly', 'playful', 'affectionate', 'adaptable']"
134,Irish Setter,2,12-15,"Friendly, outgoing, energetic, intelligent, playful, affectionate",Ireland,IE,IE,"Elegant, athletic gundog known for its stunning mahogany or rich chestnut red flowing coat and high-energy, friendly temperament",,,Sporting,"Developed in 18th-century Ireland as a versatile gundog for setting and retrieving game birds by crossing Irish Water Spaniel, English Setter, and Pointer. The breed's striking mahogany color became a hallmark in the 19th century, distinguishing it from earlier red-and-white setters",wWecmugBdH,"{'imperial': 'Male: 60-75; Female: 53-65', 'metric': 'Male: 27-34; Female: 24-29'}","{'imperial': 'Male: 26-29; Female: 24-27', 'metric': 'Male: 66-74; Female: 61-69'}","{'id': 'wWecmugBdH', 'url': 'https://cdn4.thedogapi.com/optimized/wWecmugBdH.jpg', 'width': 1200, 'height': 896}",Male: 27-34; Female: 24-29,24.0,34.0,28.5,Male: 66-74; Female: 61-69,61.0,74.0,67.5,12.0,15.0,13.5,large,"['Friendly', 'outgoing', 'energetic', 'intelligent', 'playful', 'affectionate']"
135,Irish Terrier,2,,"Courageous, loyal, intelligent, energetic, spirited",Ireland,IE,IE,"Medium-sized terrier with a distinctive wiry, fiery red coat and bold, spirited temperament. Known for its courage and loyalty, it is one of the oldest terrier breeds.",,,Terrier,"One of the oldest terrier breeds, developed in County Cork, Ireland as all-purpose farm dogs for hunting vermin and guarding homes. Their courage was proven in World War I where they served as messenger dogs and sentinels.",pVmDXiYLCl,"{'imperial': 'Male: 25-28; Female: 24-27', 'metric': 'Male: 11-13; Female: 11-12'}","{'imperial': 'Male: 18-19; Female: 17-19', 'metric': 'Male: 46-48; Female: 43-48'}","{'id': 'pVmDXiYLCl', 'url': 'https://cdn4.thedogapi.com/optimized/pVmDXiYLCl.jpg', 'width': 896, 'height': 1200}",Male: 11-13; Female: 11-12,11.0,13.0,11.75,Male: 46-48; Female: 43-48,43.0,48.0,46.25,,,,small,"['Courageous', 'loyal', 'intelligent', 'energetic', 'spirited']"
137,Irish Wolfhound,2,6-8,"Gentle, calm, dignified, courageous, loyal",Ireland,IE,IE,"A giant-sized sighthound of imposing appearance and dignified nature, the Irish Wolfhound is the tallest of all dog breeds. Known for its wiry, rough coat and gentle giant temperament, this ancient breed combines courage with a calm, dignified demeanor.",,,Hound,Ancient breed from Ireland originally used in war and for hunting wolves and Irish elk. Nearly extinct by the 1860s but revived by Captain George Augustus Graham who standardized the breed.,s2EMPFktdk,"{'imperial': 'Male: 140-180; Female: 115-140', 'metric': 'Male: 64-82; Female: 52-64'}","{'imperial': 'Male: 32-35; Female: 30-33', 'metric': 'Male: 81-89; Female: 76-84'}","{'id': 's2EMPFktdk', 'url': 'https://cdn4.thedogapi.com/optimized/s2EMPFktdk.jpg', 'width': 1152, 'height': 912}",Male: 64-82; Female: 52-64,52.0,82.0,65.5,Male: 81-89; Female: 76-84,76.0,89.0,82.5,6.0,8.0,7.0,large,"['Gentle', 'calm', 'dignified', 'courageous', 'loyal']"
138,Italian Greyhound,2,,"Affectionate, gentle, playful, alert, intelligent",Italy,IT,IT,"Elegant small sighthound with slender, delicate build and graceful movement, combining the look of a large hound with the size of a lap dog and fine, smooth coat",,,Toy,"Ancient breed with origins tracing back over 2,000 years to the Mediterranean basin, favored by nobility in ancient Greece, Rome, and Italian Renaissance, AKC recognized since 1886",dn8F4NPRdX,"{'imperial': '7-14', 'metric': '3-6.5'}","{'imperial': '13-15', 'metric': '33-38'}","{'id': 'dn8F4NPRdX', 'url': 'https://cdn4.thedogapi.com/optimized/dn8F4NPRdX.jpg', 'width': 896, 'height': 1184}",3-6.5,3.0,6.5,4.75,33-38,33.0,38.0,35.5,,,,small,"['Affectionate', 'gentle', 'playful', 'alert', 'intelligent']"
140,Japanese Chin,2,10-12,"Alert, intelligent, affectionate, independent, playful, calm",China/Japan,JP,JP,"Small, elegant toy breed with distinctive flat face, large wide-set eyes, and luxurious silky coat. Known for their aristocratic bearing and unique cat-like demeanor, often cleaning their faces and perching in high places.",,,Toy,"Ancient breed believed to have originated in the Chinese imperial court, then refined in Japan by nobility as cherished lap dogs and companions. Often given as gifts to diplomats and royalty, including to Commodore Matthew Perry who brought them to the West in 1853.",1TlHrdv5SQ,"{'imperial': '4-11', 'metric': '1.8-5'}","{'imperial': '8-11', 'metric': '20-28'}","{'id': '1TlHrdv5SQ', 'url': 'https://cdn4.thedogapi.com/optimized/1TlHrdv5SQ.jpg', 'width': 1024, 'height': 1040}",1.8-5,1.8,5.0,3.4,20-28,20.0,28.0,24.0,10.0,12.0,11.0,small,"['Alert', 'intelligent', 'affectionate', 'independent', 'playful', 'calm']"
141,Japanese Spitz,2,12-16,"Intelligent, playful, alert, loyal, affectionate, friendly",Japan,JP,JP,"Small to medium-sized spitz-type dog with profuse, pure-white double coat, fox-like face with pointed muzzle, and plumed tail carried over its back. This lively companion dog has an alert, friendly disposition.",,,Non-Sporting,"Developed in Japan in the 1920s-1930s from various spitz breeds including large white German Spitz dogs brought to Japan around 1920. The breed was developed through selective breeding for friendly temperament and white coat, first exhibited in Tokyo in 1921. After World War II, the breed standard was unified by the Japan Kennel Club.",a9bVhDxsQC,"{'imperial': 'Male: 11-25; Female: 10-20', 'metric': 'Male: 5-11; Female: 4.5-9'}","{'imperial': '12-15.5', 'metric': '30-39'}","{'id': 'a9bVhDxsQC', 'url': 'https://cdn4.thedogapi.com/optimized/a9bVhDxsQC.jpg', 'width': 1264, 'height': 848}",Male: 5-11; Female: 4.5-9,4.5,11.0,7.375,30-39,30.0,39.0,34.5,12.0,16.0,14.0,small,"['Intelligent', 'playful', 'alert', 'loyal', 'affectionate', 'friendly']"
18,Kangal Shepherd Dog,2,12-15,"Loyal, protective, independent, calm, intelligent, alert","Sivas, Turkey",TR,TR,"Large, powerful, and heavy-boned livestock guardian dog with distinctive fawn coat, black mask and ears, and curled tail, bred for protecting flocks from predators",,,Working,"Ancient livestock guardian breed originating from the Kangal district in the Sivas province of Turkey. For centuries used by shepherds to protect flocks from wolves, bears, and jackals. Considered a national treasure in Turkey and valued for strength, loyalty, and independence.",sQrQ6sVszv,"{'imperial': 'Male: 110-145; Female: 90-120', 'metric': 'Male: 50-66; Female: 41-54'}","{'imperial': 'Male: 30-32; Female: 28-30', 'metric': 'Male: 76-81; Female: 71-76'}","{'id': 'sQrQ6sVszv', 'url': 'https://cdn4.thedogapi.com/optimized/sQrQ6sVszv.jpg', 'width': 1104, 'height': 960}",Male: 50-66; Female: 41-54,41.0,66.0,52.75,Male: 76-81; Female: 71-76,71.0,81.0,76.0,12.0,15.0,13.5,large,"['Loyal', 'protective', 'independent', 'calm', 'intelligent', 'alert']"
142,Keeshond,2,12-15,"Friendly, intelligent, outgoing, alert, eager to please",Netherlands,NL,NL,"Medium-sized compact spitz with plush silver-gray double coat, fox-like face, distinctive spectacles markings around the eyes, and plumed tail curled over back",,,Non-Sporting,"Ancient Dutch breed known as the Dutch Barge Dog, popular companion and watchdog on barges and riverboats along the Rhine River. Became symbol of Dutch Patriots Party in 18th century, nearly extinct after WWII but restored from dogs exported to England and America",ZpfPWRzZjj,"{'imperial': '35-45', 'metric': '16-20'}","{'imperial': 'Male: 17-19; Female: 16-18', 'metric': 'Male: 43-48; Female: 41-46'}","{'id': 'ZpfPWRzZjj', 'url': 'https://cdn4.thedogapi.com/optimized/ZpfPWRzZjj.jpg', 'width': 1072, 'height': 992}",16-20,16.0,20.0,18.0,Male: 43-48; Female: 41-46,41.0,48.0,44.5,12.0,15.0,13.5,medium,"['Friendly', 'intelligent', 'outgoing', 'alert', 'eager to please']"
104,King Charles Spaniel,2,10-12,"Gentle, affectionate, intelligent, friendly, happy, playful",England,GB,GB,"Small, compact toy spaniel with distinctive domed head, flat face, short nose, large dark eyes, long ears, and silky coat available in four color varieties (Blenheim, Tricolour, Ruby, and Black and Tan). Known as the English Toy Spaniel in the USA.",,,Toy,"Descended from toy spaniels popular with European nobility since the 16th century, famously associated with King Charles II who favored companion spaniels. Modern flat-faced appearance developed through crossings with short-nosed Asian toy breeds in the 18th-19th centuries. The four color varieties were once considered separate breeds.",MT3wm2MmFG,"{'imperial': '8-14', 'metric': '3.6-6.3'}","{'imperial': '9-11', 'metric': '23-28'}","{'id': 'MT3wm2MmFG', 'url': 'https://cdn4.thedogapi.com/optimized/MT3wm2MmFG.jpg', 'width': 928, 'height': 1152}",3.6-6.3,3.6,6.3,4.95,23-28,23.0,28.0,25.5,10.0,12.0,11.0,small,"['Gentle', 'affectionate', 'intelligent', 'friendly', 'happy', 'playful']"
144,Komondor,2,10-12,"Loyal, protective, independent, courageous, calm",Hungary,HU,HU,"Large, muscular Hungarian livestock guardian dog with distinctive heavy coat of white cords resembling a mop. Built for endurance and protection, this imposing breed possesses a dignified, courageous demeanor.",,,Working,Ancient breed descended from Tibetan dogs brought to Hungary by nomadic Magyar tribes over a thousand years ago around 1000 AD. Developed to be formidable independent livestock guardian protecting sheep and cattle from wolves bears and harsh weather.,vutXumi0ih,"{'imperial': 'Male: 100-130; Female: 80-110', 'metric': 'Male: 45-59; Female: 36-50'}","{'imperial': 'Male: 27.5-31.5; Female: 25.5-27.5', 'metric': 'Male: 70-80; Female: 65-70'}","{'id': 'vutXumi0ih', 'url': 'https://cdn4.thedogapi.com/optimized/vutXumi0ih.jpg', 'width': 1008, 'height': 1056}",Male: 45-59; Female: 36-50,36.0,59.0,47.5,Male: 70-80; Female: 65-70,65.0,80.0,71.25,10.0,12.0,11.0,large,"['Loyal', 'protective', 'independent', 'courageous', 'calm']"
145,Kooikerhondje,2,12-15,"Friendly, intelligent, alert, energetic, cheerful, adaptable",Netherlands,NL,NL,"Small, agile spaniel-type dog of Dutch origin with a distinctive flowing orange-red and white particolored coat and feathered ears, originally bred for luring ducks into traps",,,Sporting,"Ancient Dutch breed developed as early as the 16th century to work as duck decoy dogs, luring ducks into traps called 'eendenkooien'. Nearly extinct after World War II but saved and re-established by Baroness van Hardenbroek van Ammerstol from remaining bloodlines. Recognized by AKC in 2018.",hrBH92kypI,"{'imperial': '20-30', 'metric': '9-14'}","{'imperial': 'Male: 15-17; Female: 14-16', 'metric': 'Male: 38-43; Female: 36-41'}","{'id': 'hrBH92kypI', 'url': 'https://cdn4.thedogapi.com/optimized/hrBH92kypI.jpg', 'width': 1168, 'height': 912}",9-14,9.0,14.0,11.5,Male: 38-43; Female: 36-41,36.0,43.0,39.5,12.0,15.0,13.5,small,"['Friendly', 'intelligent', 'alert', 'energetic', 'cheerful', 'adaptable']"
147,Kuvasz,2,10-12,"Loyal, protective, independent, courageous, intelligent, calm",Hungary,HU,HU,"Large, powerful white Hungarian livestock guardian dog with a dense double coat, noble bearing, and fiercely loyal, protective nature",,,Working,"Ancient Hungarian breed descended from large molosser-type dogs from Tibet. Historically served as royal guard dogs for Magyar kings and fierce livestock guardians, prized for their loyalty and courage in protecting flocks and estates from predators and thieves",TpZNIKNjnH,"{'imperial': 'Male: 100-115; Female: 70-90', 'metric': 'Male: 45-52; Female: 32-41'}","{'imperial': 'Male: 28-30; Female: 26-28', 'metric': 'Male: 71-76; Female: 66-71'}","{'id': 'TpZNIKNjnH', 'url': 'https://cdn4.thedogapi.com/optimized/TpZNIKNjnH.jpg', 'width': 1216, 'height': 880}",Male: 45-52; Female: 32-41,32.0,52.0,42.5,Male: 71-76; Female: 66-71,66.0,76.0,71.0,10.0,12.0,11.0,large,"['Loyal', 'protective', 'independent', 'courageous', 'intelligent', 'calm']"
149,Labrador Retriever,2,10-12,"Friendly, outgoing, energetic, intelligent, gentle, eager to please","Newfoundland, Canada",CA,CA,"Medium to large, strong athletic retriever with short dense coat and friendly outgoing temperament. Consistently one of the most popular breeds worldwide.",,,Sporting,Originated from St. John's Water Dogs used by fishermen in Newfoundland for retrieving nets and escaped fish. Further developed and standardized in England during the 1800s by English nobles for waterfowl retrieving,BE5AcsNMdm,"{'imperial': 'Male: 65-80; Female: 55-70', 'metric': 'Male: 29-36; Female: 25-32'}","{'imperial': 'Male: 22.5-24.5; Female: 21.5-23.5', 'metric': 'Male: 57-62; Female: 55-60'}","{'id': 'BE5AcsNMdm', 'url': 'https://cdn4.thedogapi.com/optimized/BE5AcsNMdm.jpg', 'width': 1280, 'height': 832}",Male: 29-36; Female: 25-32,25.0,36.0,30.5,Male: 57-62; Female: 55-60,55.0,62.0,58.5,10.0,12.0,11.0,large,"['Friendly', 'outgoing', 'energetic', 'intelligent', 'gentle', 'eager to please']"
151,Lagotto Romagnolo,2,,"Affectionate, intelligent, energetic, loyal, alert, work-focused","Romagna region, Italy",IT,IT,"Medium-sized rustic water retriever with dense, curly, waterproof coat and exceptional sense of smell, specialized as the world's premier truffle-hunting dog",,,Sporting,"Ancient breed from the Romagna region of Italy, originally used as a water retriever in the marshlands. When the marshes were drained, the breed was adapted and became the world's premier truffle-hunting dog.",YwlHg9x5AL,"{'imperial': 'Male: 28.5-35; Female: 24-31', 'metric': 'Male: 13-16; Female: 11-14'}","{'imperial': 'Male: 17-19; Female: 16-18', 'metric': 'Male: 43-48; Female: 41-46'}","{'id': 'YwlHg9x5AL', 'url': 'https://cdn4.thedogapi.com/optimized/YwlHg9x5AL.jpg', 'width': 1184, 'height': 896}",Male: 13-16; Female: 11-14,11.0,16.0,13.5,Male: 43-48; Female: 41-46,41.0,48.0,44.5,,,,medium,"['Affectionate', 'intelligent', 'energetic', 'loyal', 'alert', 'work-focused']"
153,Lancashire Heeler,2,12-15,"Intelligent, alert, energetic, friendly, playful, courageous","Lancashire, England",GB,GB,"Small, sturdy herding dog with short legs and a low-set build. Features a short black and tan weatherproof double coat and distinctive foxlike expression with alert nature.",,,Herding,"Developed in Lancashire, England as an all-purpose farm dog for herding cattle by nipping at heels and for ratting. Believed to be developed from crosses between Welsh Corgis and Manchester Terriers. Nearly extinct by the 1960s but saved through dedicated breeding programs. Recognized by The Kennel Club (UK) in 1981 and AKC in 2024.",4yAqsHVUjE,"{'imperial': '9-17', 'metric': '4-8'}","{'imperial': '10-12', 'metric': '25-30'}","{'id': '4yAqsHVUjE', 'url': 'https://cdn4.thedogapi.com/optimized/4yAqsHVUjE.jpg', 'width': 1264, 'height': 848}",4-8,4.0,8.0,6.0,25-30,25.0,30.0,27.5,12.0,15.0,13.5,small,"['Intelligent', 'alert', 'energetic', 'friendly', 'playful', 'courageous']"
155,Leonberger,2,7-9,"Gentle, calm, loyal, friendly, intelligent, confident","Leonberg, Germany",DE,DE,"Giant, majestic working dog with a lion-like appearance, thick water-resistant double coat, and gentle, balanced temperament. This powerful yet serene breed combines an imposing presence with a calm, patient demeanor.",,,Working,"Developed in the 1840s by Heinrich Essig in Leonberg, Germany, crossing Newfoundlands, Saint Bernards, and Pyrenean Mountain Dogs to create a 'lion-like' dog resembling the lion on the town crest. Became popular companion for European royalty",EtmEHVP7o1,"{'imperial': 'Male: 110-170; Female: 90-140', 'metric': 'Male: 50-77; Female: 41-64'}","{'imperial': 'Male: 28-31.5; Female: 25.5-29.5', 'metric': 'Male: 71-80; Female: 65-75'}","{'id': 'EtmEHVP7o1', 'url': 'https://cdn4.thedogapi.com/optimized/EtmEHVP7o1.jpg', 'width': 1200, 'height': 896}",Male: 50-77; Female: 41-64,41.0,77.0,58.0,Male: 71-80; Female: 65-75,65.0,80.0,72.75,7.0,9.0,8.0,large,"['Gentle', 'calm', 'loyal', 'friendly', 'intelligent', 'confident']"
156,Lhasa Apso,2,12-15,"Confident, independent, alert, loyal, smart, protective",Tibet,CN,CN,"Small, hardy, and sturdy ancient Tibetan breed known for its floor-length coat of hair that parts down the back and alert, confident expression, originally bred as palace and monastery sentinel",,,Non-Sporting,"Ancient breed developed in Tibetan monasteries and palaces over a thousand years ago as indoor sentinel dogs, alerting monks to intruders. Highly prized and rarely left the country until brought to England in 1920s",QTZrK5N6RA,"{'imperial': 'Male: 12-18; Female: 11-18', 'metric': 'Male: 5.4-8.2; Female: 5.0-8.2'}","{'imperial': 'Male: 10-11; Female: 9-11', 'metric': 'Male: 25-28; Female: 23-28'}","{'id': 'QTZrK5N6RA', 'url': 'https://cdn4.thedogapi.com/optimized/QTZrK5N6RA.jpg', 'width': 1248, 'height': 848}",Male: 5.4-8.2; Female: 5.0-8.2,5.0,8.2,6.7,Male: 25-28; Female: 23-28,23.0,28.0,26.0,12.0,15.0,13.5,small,"['Confident', 'independent', 'alert', 'loyal', 'smart', 'protective']"
161,Maltese,2,12-15,"Playful, gentle, affectionate, charming, fearless, alert, adaptable","Malta, Mediterranean Basin",MT,MT,"An ancient toy breed from the Mediterranean with a long, silky white coat and charming, playful personality combined with a fearless nature despite their diminutive size",,,Toy,"One of the world's oldest known breeds dating back over 2000 years, originating from the island of Malta. Historically known as 'Ye Ancient Dogge of Malta' and prized as companions to royalty and aristocracy throughout Mediterranean civilizations and European nobility",6Kzt53hxrg,"{'imperial': '4-7', 'metric': '1.8-3.2'}","{'imperial': '7-9', 'metric': '18-23'}","{'id': '6Kzt53hxrg', 'url': 'https://cdn4.thedogapi.com/optimized/6Kzt53hxrg.jpg', 'width': 1024, 'height': 1024}",1.8-3.2,1.8,3.2,2.5,18-23,18.0,23.0,20.5,12.0,15.0,13.5,small,"['Playful', 'gentle', 'affectionate', 'charming', 'fearless', 'alert', 'adaptable']"
165,Miniature American Shepherd,2,12-13,"Intelligent, energetic, devoted, loyal, eager to please, work-focused",United States,US,US,"Small, athletic herding dog with a striking double coat and keen intelligence, essentially a compact version of the Australian Shepherd with intense work drive and devotion",,,Herding,"Developed in California during the late 1960s from small Australian Shepherds, bred for compact size while maintaining herding ability. Became popular with equestrians traveling to horse shows and was recognized by the AKC Herding Group in 2015.",azYjQgJT4i,"{'imperial': '20-40', 'metric': '9-18'}","{'imperial': 'Male: 14-18; Female: 13-17', 'metric': 'Male: 36-46; Female: 33-43'}","{'id': 'azYjQgJT4i', 'url': 'https://cdn4.thedogapi.com/optimized/azYjQgJT4i.jpg', 'width': 1264, 'height': 848}",9-18,9.0,18.0,13.5,Male: 36-46; Female: 33-43,33.0,46.0,39.5,12.0,13.0,12.5,medium,"['Intelligent', 'energetic', 'devoted', 'loyal', 'eager to please', 'work-focused']"
167,Miniature Pinscher,2,12-16,"Energetic, alert, confident, intelligent, courageous, fearless",Germany,DE,DE,"Small, compact, and elegant toy breed with a distinctive high-stepping 'hackney' gait and spirited personality. Despite resembling a miniature Doberman, this is an older, distinct German breed with a proud carriage and 'big dog' attitude in a small package.",,,Toy,"An old German breed (Zwergpinscher) developed centuries ago to hunt rats in homes and stables. Not a miniaturized Doberman Pinscher, but a distinct older breed likely descended from German Pinschers with contributions from Italian Greyhounds and Dachshunds.",eEr2arSRx8,"{'imperial': '8-10', 'metric': '3.5-4.5'}","{'imperial': '10-12.5', 'metric': '25-32'}","{'id': 'eEr2arSRx8', 'url': 'https://cdn4.thedogapi.com/optimized/eEr2arSRx8.jpg', 'width': 1264, 'height': 832}",3.5-4.5,3.5,4.5,4.0,25-32,25.0,32.0,28.5,12.0,16.0,14.0,small,"['Energetic', 'alert', 'confident', 'intelligent', 'courageous', 'fearless']"
168,Miniature Schnauzer,2,12-15,"Friendly, intelligent, alert, outgoing, energetic",Germany,DE,DE,"Small, sturdy terrier-type dog with distinctive wiry coat, bushy eyebrows, and characteristic beard, known for its alert, friendly nature and square build",,,Terrier,Developed in late 19th century Germany by crossing Standard Schnauzers with smaller breeds like Affenpinschers and Poodles to create an all-purpose farm dog and efficient ratter for vermin control and companionship,28pSRwqLJd,"{'imperial': 'Male: 11-20; Female: 10-20', 'metric': '5-9'}","{'imperial': 'Male: 12-14; Female: 11-14', 'metric': 'Male: 30-36; Female: 28-36'}","{'id': '28pSRwqLJd', 'url': 'https://cdn4.thedogapi.com/optimized/28pSRwqLJd.jpg', 'width': 1200, 'height': 896}",5-9,5.0,9.0,7.0,Male: 30-36; Female: 28-36,28.0,36.0,32.5,12.0,15.0,13.5,small,"['Friendly', 'intelligent', 'alert', 'outgoing', 'energetic']"
171,Newfoundland,2,9-10,"Gentle, loyal, devoted, calm, intelligent","Newfoundland, Canada",CA,CA,"Massive, powerful working dog known for exceptional water rescue abilities and gentle temperament. Often called the 'gentle giant,' this breed features a thick, water-resistant double coat, webbed feet, and natural swimming ability.",,,Working,"Developed by fishermen on the island of Newfoundland for water rescue, hauling nets, and cart pulling. Descended from indigenous water dogs and European breeds brought by fishermen, recognized by major kennel clubs in the 19th century.",XoNRi6HPSY,"{'imperial': 'Male: 130-150; Female: 100-120', 'metric': 'Male: 59-68; Female: 45-54'}","{'imperial': 'Male: 28-30; Female: 26-28', 'metric': 'Male: 71-76; Female: 66-71'}","{'id': 'XoNRi6HPSY', 'url': 'https://cdn4.thedogapi.com/optimized/XoNRi6HPSY.jpg', 'width': 848, 'height': 1264}",Male: 59-68; Female: 45-54,45.0,68.0,56.5,Male: 71-76; Female: 66-71,66.0,76.0,71.0,9.0,10.0,9.5,large,"['Gentle', 'loyal', 'devoted', 'calm', 'intelligent']"
172,Norfolk Terrier,2,12-16,"Alert, courageous, affectionate, energetic, playful","Norfolk, England",GB,GB,"Small, sturdy, and fearless terrier with a wiry, weather-resistant coat and characteristic drop ears. Known for its spirited, affectionate nature and bred for ratting and companionship.",,,Terrier,"Developed in Norfolk and East Anglia, England in the 1880s-early 20th century as farm dogs to control vermin and hunt foxes. Originally classified as the drop-eared variety of the Norwich Terrier, separated as distinct breed in 1964 by The Kennel Club (UK) and 1979 by the AKC based on ear carriage.",aQ4ySqmNa3,"{'imperial': '11-12', 'metric': '5-5.5'}","{'imperial': '9-10', 'metric': '23-25'}","{'id': 'aQ4ySqmNa3', 'url': 'https://cdn4.thedogapi.com/optimized/aQ4ySqmNa3.jpg', 'width': 1136, 'height': 928}",5-5.5,5.0,5.5,5.25,23-25,23.0,25.0,24.0,12.0,16.0,14.0,small,"['Alert', 'courageous', 'affectionate', 'energetic', 'playful']"
